time,coord_x,coord_y
14.77276,0.531683,0.604536
14.78675,0.532868,0.603468
14.80073,0.534054,0.602402
14.81451,0.535242,0.601355
14.82839,0.536403,0.60033
14.84241,0.537581,0.599309
14.85634,0.538717,0.59832
14.87032,0.539712,0.59742
14.88431,0.54036,0.596818
14.89808,0.540351,0.596802
14.91209,0.540347,0.59679
14.92605,0.540355,0.596804
14.93984,0.540376,0.596853
14.95388,0.540423,0.596966
14.96775,0.540508,0.597137
14.98181,0.540639,0.597358
14.99551,0.540805,0.597629
15.00947,0.54103,0.597961
15.02334,0.541311,0.598365
15.03738,0.54164,0.598837
15.05132,0.541979,0.599363
15.06518,0.542332,0.599909
15.07907,0.542708,0.600484
15.09295,0.543105,0.601074
15.10699,0.543523,0.601641
15.12071,0.543923,0.602154
15.13475,0.544335,0.602642
15.14888,0.544719,0.603129
15.16265,0.545087,0.603633
15.17662,0.545426,0.604141
15.19051,0.545751,0.604627
15.20437,0.546052,0.605053
15.21832,0.546355,0.605442
15.2322,0.546662,0.605835
15.24611,0.547017,0.606293
15.26021,0.547424,0.606872
15.27405,0.547833,0.607532
15.28788,0.548233,0.608213
15.30196,0.548609,0.608866
15.31569,0.548943,0.609421
15.3297,0.549277,0.609945
15.34369,0.549608,0.610449
15.35761,0.549916,0.610933
15.3714,0.550164,0.611365
15.38549,0.55036,0.611766
15.39921,0.55049,0.612114
15.41333,0.550583,0.612456
15.42728,0.550648,0.612842
15.44102,0.550686,0.613312
15.45498,0.550686,0.613933
15.46885,0.550639,0.614702
15.48283,0.550525,0.615555
15.49686,0.550349,0.616434
15.51068,0.550118,0.617335
15.5246,0.549819,0.618351
15.53851,0.549492,0.619507
15.55257,0.549142,0.620766
15.56635,0.548786,0.621972
15.58044,0.548397,0.623184
15.59425,0.548015,0.624448
15.60815,0.547598,0.625899
15.62209,0.547176,0.627589
15.636,0.546761,0.629405
15.65011,0.546358,0.631288
15.66386,0.545992,0.633122
15.67777,0.545597,0.635126
15.69166,0.545241,0.637293
15.70566,0.54491,0.639684
15.7194,0.544647,0.642131
15.73346,0.544417,0.64459
15.74733,0.544273,0.646835
15.76141,0.544109,0.649155
15.77519,0.543916,0.651934
15.78905,0.543662,0.655878
15.80317,0.543455,0.660904
15.81697,0.543445,0.66637
15.83081,0.543592,0.67173
15.84484,0.54386,0.676773
15.85874,0.544156,0.681232
15.87246,0.544443,0.685231
15.88659,0.544787,0.689155
15.90036,0.545184,0.693088
15.9143,0.545692,0.69738
15.92844,0.546327,0.701776
15.94224,0.546993,0.705673
15.95615,0.547607,0.709077
15.97002,0.548086,0.711815
15.98394,0.548461,0.714
15.998,0.548724,0.715557
16.01168,0.548877,0.716549
16.02571,0.548941,0.717247
16.03955,0.54893,0.717722
16.05349,0.548862,0.71805
16.06746,0.548739,0.718251
16.08144,0.548538,0.718335
16.09531,0.548207,0.718262
16.10947,0.547691,0.717997
16.12318,0.546989,0.7175
16.13721,0.546083,0.716763
16.15104,0.545008,0.715778
16.16497,0.543742,0.714519
16.17881,0.542249,0.712884
16.19283,0.540522,0.710759
16.20665,0.538565,0.708087
16.22058,0.536479,0.705179
16.23463,0.534458,0.702505
16.24848,0.532612,0.700165
16.26243,0.530911,0.697998
16.27634,0.529278,0.695746
16.29022,0.527635,0.693255
16.30418,0.526088,0.690669
16.31812,0.524697,0.688255
16.33186,0.52349,0.68605
16.34588,0.522366,0.683737
16.35981,0.52124,0.681096
16.37379,0.520103,0.678268
16.38773,0.518996,0.675503
16.40147,0.518057,0.673105
16.41552,0.517181,0.67084
16.42947,0.516369,0.668557
16.44344,0.515534,0.666057
16.45733,0.51467,0.663168
16.47111,0.513826,0.660048
16.48507,0.513023,0.656779
16.49904,0.512272,0.653554
16.51294,0.511543,0.650325
16.527,0.510802,0.647027
16.54078,0.510103,0.643661
16.5547,0.50941,0.640094
16.56885,0.508669,0.636292
16.58264,0.507872,0.632762
16.59655,0.507002,0.629464
16.61031,0.506144,0.626446
16.62434,0.505334,0.623596
16.63836,0.504564,0.620878
16.65226,0.503839,0.618441
16.66606,0.503171,0.616367
16.68019,0.50255,0.614577
16.69389,0.501995,0.613053
16.70787,0.50143,0.611541
16.72188,0.500821,0.610026
16.73582,0.50016,0.608564
16.74974,0.499491,0.607221
16.76353,0.498839,0.606042
16.77745,0.498127,0.60493
16.79132,0.497308,0.603799
16.80526,0.496324,0.602554
16.81921,0.495118,0.601101
16.83309,0.493618,0.599502
16.84715,0.491691,0.597826
16.86102,0.489416,0.596209
16.8749,0.486818,0.594542
16.88893,0.483957,0.59277
16.90277,0.480872,0.590899
16.91662,0.477429,0.588827
16.93072,0.47347,0.586557
16.94449,0.469196,0.584257
16.95852,0.464587,0.581894
16.97238,0.460046,0.579731
16.98652,0.455597,0.577764
17.00021,0.451471,0.576052
17.0141,0.447461,0.574485
17.02809,0.443601,0.573002
17.04199,0.44012,0.571625
17.0559,0.437005,0.570443
17.06989,0.43428,0.569479
17.08385,0.431998,0.568787
17.09774,0.429995,0.568272
17.1116,0.42813,0.567853
17.12553,0.42638,0.56748
17.13947,0.424742,0.567079
17.15344,0.423233,0.566686
17.16726,0.421878,0.566324
17.18134,0.420592,0.566
17.19514,0.419424,0.565729
17.20922,0.418279,0.565463
17.22304,0.417192,0.565202
17.23704,0.416105,0.564898
17.25083,0.415046,0.564562
17.26488,0.413958,0.564219
17.27865,0.412917,0.563913
17.2926,0.411871,0.563669
17.30645,0.410906,0.563485
17.32047,0.410052,0.563363
17.33479,0.40926,0.563285
17.34818,0.408609,0.563262
17.36229,0.407988,0.563292
17.37616,0.407443,0.563374
17.39015,0.406929,0.563501
17.40398,0.406463,0.563646
17.41789,0.406035,0.563802
17.4319,0.405644,0.563978
17.44566,0.405289,0.564238
17.47367,0.404596,0.565067
17.48761,0.404103,0.565849
17.50146,0.403609,0.566687
17.51534,0.403074,0.567619
17.52938,0.402481,0.568798
17.5432,0.401861,0.570265
17.55724,0.401249,0.572089
17.57114,0.400643,0.574339
17.58494,0.400003,0.577116
17.59882,0.399294,0.580606
17.61304,0.39851,0.584728
17.62676,0.397714,0.588969
17.64084,0.396871,0.59337
17.65459,0.396052,0.597602
17.66866,0.395232,0.602065
17.6824,0.394456,0.606374
17.69627,0.393696,0.610485
17.71044,0.392938,0.614284
17.72426,0.392256,0.617697
17.73811,0.391647,0.620883
17.75215,0.391114,0.623861
17.76595,0.390635,0.626642
17.77983,0.390198,0.629287
17.79396,0.38977,0.631742
17.80784,0.389372,0.633836
17.82165,0.388995,0.63547
17.83564,0.388608,0.636833
17.84946,0.388215,0.637954
17.86352,0.387856,0.638949
17.87732,0.38753,0.639843
17.89136,0.38725,0.640657
17.90517,0.386999,0.641343
17.91933,0.386782,0.641857
17.933,0.386597,0.642247
17.94706,0.386407,0.642594
17.9609,0.386232,0.642911
17.97471,0.38607,0.643197
17.98872,0.385929,0.643431
18.00274,0.385796,0.643599
18.01661,0.385674,0.643698
18.03044,0.385541,0.643746
18.04435,0.385375,0.643747
18.05826,0.385176,0.643698
18.07228,0.384921,0.643568
18.08619,0.384638,0.643338
18.10014,0.384331,0.642944
18.11399,0.383992,0.642345
18.12795,0.383609,0.641477
18.14183,0.383206,0.640389
18.1558,0.382798,0.639153
18.16969,0.382416,0.637811
18.18349,0.38206,0.636365
18.19743,0.38172,0.634727
18.21139,0.381412,0.632933
18.2256,0.381136,0.631077
18.23924,0.38094,0.629446
18.25322,0.380801,0.628027
18.26699,0.38074,0.626826
18.28119,0.380775,0.625672
18.29514,0.380886,0.624546
18.30885,0.381038,0.623423
18.32271,0.381237,0.622323
18.33677,0.38147,0.621326
18.35071,0.381721,0.620491
18.36473,0.381955,0.619785
18.37843,0.382194,0.619114
18.39239,0.382472,0.618327
18.40639,0.3828,0.617415
18.42035,0.383113,0.616514
18.43427,0.383379,0.615699
18.4481,0.383607,0.615015
18.46213,0.383833,0.614373
18.47586,0.384054,0.613765
18.48992,0.384291,0.613132
18.50398,0.384528,0.612534
18.51771,0.384763,0.612002
18.53173,0.38501,0.611516
18.54556,0.385279,0.611098
18.55961,0.385606,0.610672
18.57352,0.385964,0.610278
18.58739,0.386362,0.609885
18.60143,0.386836,0.60949
18.61507,0.387346,0.609129
18.62911,0.387942,0.608776
18.64311,0.388612,0.608437
18.65692,0.389397,0.608058
18.67098,0.390382,0.607604
18.68488,0.391518,0.6071
18.6987,0.392806,0.606624
18.71266,0.394243,0.606199
18.72661,0.39578,0.60585
18.7405,0.397395,0.605534
18.75444,0.399146,0.605222
18.76842,0.40107,0.60491
18.78239,0.403074,0.604646
18.79621,0.405254,0.604458
18.81008,0.407653,0.604374
18.82396,0.410252,0.604408
18.83804,0.413136,0.604521
18.85184,0.416139,0.604717
18.86595,0.419485,0.604982
18.87977,0.422885,0.60531
18.89371,0.426401,0.605647
18.90768,0.429922,0.605956
18.92134,0.433327,0.606187
18.93543,0.43675,0.606371
18.94927,0.439938,0.606507
18.96335,0.44314,0.606556
18.97729,0.446178,0.606592
18.99117,0.44908,0.606626
19.00492,0.451791,0.606646
19.01915,0.454455,0.606678
19.0327,0.45686,0.606691
19.04691,0.45929,0.606674
19.06073,0.461707,0.606686
19.07456,0.464094,0.606702
19.0886,0.466508,0.606766
19.1026,0.468836,0.606863
19.1163,0.471083,0.607006
19.13043,0.473426,0.607217
19.1441,0.475889,0.607514
19.15811,0.478632,0.607927
19.1722,0.481568,0.60837
19.1861,0.484454,0.608823
19.19991,0.487184,0.609336
19.21383,0.489898,0.610008
19.22772,0.492815,0.610945
19.2417,0.495945,0.612175
19.25559,0.499081,0.613672
19.26958,0.502168,0.615473
19.28359,0.505349,0.617853
19.29756,0.508944,0.621191
19.31131,0.513003,0.625422
19.32543,0.517707,0.630478
19.3392,0.522353,0.635442
19.35316,0.527142,0.640408
19.36692,0.531824,0.645443
19.38089,0.536777,0.650751
19.39486,0.541937,0.656299
19.40888,0.54707,0.661888
19.42283,0.551849,0.667115
19.43675,0.556017,0.671751
19.45047,0.559693,0.675819
19.46465,0.563003,0.679478
19.47847,0.565843,0.682672
19.49228,0.568361,0.68589
19.50631,0.570655,0.689331
19.52028,0.572684,0.692827
19.53403,0.574523,0.69622
19.54808,0.576236,0.699396
19.56191,0.577782,0.702134
19.57587,0.579235,0.704555
19.58986,0.58062,0.706739
19.60365,0.581913,0.708658
19.6177,0.583184,0.71054
19.63152,0.584472,0.712449
19.64545,0.585726,0.714264
19.65952,0.586937,0.715851
19.67324,0.587974,0.717033
19.68729,0.588918,0.71794
19.70108,0.589765,0.718669
19.71517,0.590628,0.719417
19.72917,0.591505,0.72024
19.7429,0.592406,0.72113
19.75682,0.593355,0.722047
19.77075,0.594325,0.722895
19.78476,0.595282,0.723664
19.79877,0.596184,0.724352
19.81264,0.597034,0.72496
19.82642,0.597846,0.725522
19.84028,0.598687,0.726077
19.85432,0.599598,0.72667
19.86824,0.60058,0.727306
19.88217,0.601575,0.727973
19.89612,0.602534,0.728641
19.90999,0.603386,0.729284
19.92406,0.604181,0.729909
19.9379,0.604926,0.730483
19.95174,0.605628,0.730992
19.96565,0.606276,0.731444
19.97972,0.606814,0.731804
19.99353,0.607287,0.73212
20.00748,0.607673,0.732393
20.02143,0.607963,0.732605
20.03546,0.608204,0.732751
20.04908,0.608384,0.732824
20.06323,0.608522,0.732836
20.07714,0.608626,0.7328
20.09102,0.608707,0.732723
20.10503,0.608763,0.732614
20.11892,0.608795,0.732485
20.13275,0.608803,0.732318
20.14674,0.608771,0.732078
20.16056,0.608668,0.731745
20.1745,0.608486,0.731344
20.18845,0.608219,0.730947
20.20234,0.60789,0.730568
20.21629,0.60752,0.730156
20.23019,0.607108,0.729642
20.24421,0.606641,0.729062
20.25797,0.606135,0.728475
20.27194,0.605625,0.727939
20.28601,0.605127,0.727446
20.29981,0.604644,0.726986
20.31367,0.604154,0.726523
20.32775,0.603659,0.726056
20.3415,0.603155,0.725596
20.35556,0.602652,0.72513
20.36955,0.602123,0.724639
20.38318,0.601578,0.724126
